ID,Language_ID,Primary_Text,Analyzed_Word,Gloss,Translated_Text,Meta_Language_ID,LGR_Conformance,Comment,Media_IDs,Position,Audio_Start,Audio_End,graid,add_orthography,Text_ID,refind,refindFK,isnref
flood_0011,mcsumbawa,mara ling basa tó buka lubang tutup lubang,mara	ling	basa	tó	buka	lubang	tutup	lubang,like	words	language	now	open	hole	close	hole,"like the saying of modern people ""opening the hole, closing the hole"",",en,MORPHEME_ALIGNED,,flood_mp3 flood_wav flood_eaf flood_xml flood_tsv,,46355,49200,adp	np:other	rn	rn	nc	nc	nc	nc,,flood,∅	∅	∅	∅	∅	∅	∅	∅,∅	∅	∅	∅	∅	∅	∅	∅,∅	∅	∅	∅	∅	∅	∅	∅
flood_0012,mcsumbawa,pinjam uang bayar hutang,pinjam	uang	bayar	hutang	%,borrow	money	pay	debt	%,"""getting into a debt for paying a debt""",en,MORPHEME_ALIGNED,,flood_mp3 flood_wav flood_eaf flood_xml flood_tsv,,49200,51730,nc	nc	nc	nc	%,,flood,∅	∅	∅	∅	∅,∅	∅	∅	∅	∅,∅	∅	∅	∅	∅
flood_0013,mcsumbawa,"nanta tau lóka ta, mbang ada anak",#	nanta	tau	lóka	=ta	mbang	ada	anak	%,#	ITJ	person	old	=DEM_P	unexpectedly	exist	child	%,"The poor old people, unexpectedly, had children.",en,MORPHEME_ALIGNED,,flood_mp3 flood_wav flood_eaf flood_xml flood_tsv,,51730,54386,#	other	np.h:dt	rn	=rn_dem	other	v:pred	np.h:s	%,,flood,∅	∅	1004	∅	∅	∅	∅	1006	∅,∅	∅	1004	∅	∅	∅	∅	1006	∅,∅	∅	∅	∅	∅	∅	∅	new	∅
flood_0014,mcsumbawa,"soai sekodeng, salaki sekodeng. deselaki dè rèa",#	soai	sekodeng	%	#	salaki	sekodeng	%	#	#	ZERO	dè	selaki	%	#	ZERO	dè	rèa	%	%,#	female	one.piece	%	#	male	one.piece	%	#	#	ZERO	REL	male	%	#	ZERO	REL	big	%	%,"One is a girl, the other is a boy. The elder one was the boy.",en,MORPHEME_ALIGNED,,flood_mp3 flood_wav flood_eaf flood_xml flood_tsv,,54386,59371,#	v:pred	np.h:s	%	#	v:pred	np.h:s	%	#	#rc:pred	f0.h:s	other	v:pred	%	#rc:s	f0.h:s	other	v:pred	%	%,,flood,∅	∅	1007	∅	∅	∅	1008	∅	∅	∅	1008	∅	∅	∅	∅	1008	∅	∅	∅	∅,∅	∅	1007	∅	∅	∅	1008	∅	∅	∅	1008	∅	∅	∅	∅	1008	∅	∅	∅	∅,∅	∅	bridging	∅	∅	∅	bridging	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅
flood_0015,mcsumbawa,"kira-kira nyondek ta, umir enam tin",#	kira-kira	nyondek	=ta	umir	enam	tin	%,#	approximately	boy	=DEM_P	age	six	year	%,The boy was about six year's old.,en,WORD_ALIGNED,,flood_mp3 flood_wav flood_eaf flood_xml flood_tsv,,59371,63383,#	other	np.h:dt	=rn_dem	np:s	ln	np:pred	%,,flood,∅	∅	1008	∅	1009	∅	∅	∅,∅	∅	1008	∅	1009	∅	∅	∅,∅	∅	∅	∅	bridging	∅	∅	∅
flood_0016,mcsumbawa,dadi adi ta umir 2 tin,#	dadi	adi	=ta	umir	dua	tin	%,#	then	sister	=DEM_P	age	two	year	%,Then the sister is two year's old.,en,MORPHEME_ALIGNED,,flood_mp3 flood_wav flood_eaf flood_xml flood_tsv,,63383,66533,#	other	np.h:dt	=rn_dem	np:s	ln	np:pred	%,,flood,∅	∅	1007	∅	1010	∅	∅	∅,∅	∅	1007	∅	1010	∅	∅	∅,∅	∅	∅	∅	bridging	∅	∅	∅
flood_0017,mcsumbawa,"Dadi bapa ta, enda boat lin lamin masa tau nanam kè ina ta è",#	dadi	bapa	=ta	enda	boat	lin	%	#	lamin	masa	#	tau	nanam	ZERO	%	ZERO	kè	ina	=ta	è,#	then	father	=DEM_P	not.exist	work	other	%	#	as.for	season	#	people	plant	ZERO	%	ZERO	with	mother	=DEM_P	ITJ,"Then the father doesn't have job. In (lit. if) the season of transplanting of rice seedlings of people overthere, with the mother,",en,MORPHEME_ALIGNED,,flood_mp3 flood_wav flood_eaf flood_xml flood_tsv,,66533,70421,#neg	other	np.h:dt	=rn_dem	v:pred	np:s	rv	%	#	adp	np:other	#rc	np:s	v:pred	f0:other	%	0.h:a	adp	np.h:obl	=rn_dem	other,,flood,∅	∅	1004	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	1004	∅	1012	∅	∅,∅	∅	1004	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	1004	∅	1012	∅	∅,∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	new	∅	∅
flood_0018,mcsumbawa,alo makan gaji nanam ngemat,alo	makan	gaji	nanam	nge-mat	%,go	eat	wage	ANTIP.plant	ANTIP-pull.out	%,went and took wages for planting and pulling out (the rice seedlings).,en,MORPHEME_ALIGNED,,flood_mp3 flood_wav flood_eaf flood_xml flood_tsv,,70421,74501,lv_v	v:pred	np:p	rn	rn	%,,flood,∅	∅	1013	∅	∅	∅,∅	∅	1013	∅	∅	∅,∅	∅	new	∅	∅	∅
flood_0019,mcsumbawa,"karing ina ta, runtung minggu minggu tau datang nagi, marahan ada runtung ano",#	karing	ina	=ta	runtung	minggu~minggu	tau	datang	nagi	%	#	ZERO	marahan	ada	runtung	ano	%,#	then	mother	=DEM_P	every	week~plural	people	come	ANTIP.demand	%	#	ZERO	like	exist	every	day	%,"Then, as for the mother, people came to her to collect the debt everyweek. They came almost everyday.",en,MORPHEME_ALIGNED,,flood_mp3 flood_wav flood_eaf flood_xml flood_tsv,,74501,81003,#	other	np.h:dt	=rn_dem	other	other	np.h:s	lv_v	v:pred	%	#	0.h:s	other	v:pred	other	other	%,,flood,∅	∅	1012	∅	∅	∅	1014	∅	∅	∅	∅	1014	∅	∅	∅	∅	∅,∅	∅	1012	∅	∅	∅	1014	∅	∅	∅	∅	1014	∅	∅	∅	∅	∅,∅	∅	∅	∅	∅	∅	new	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅
flood_0020,mcsumbawa,"kaselepas utang tó, ada si utang tó.",#	ka=selepas	utang	tó	%	#	ada	si	utang	tó	%,#	PST=get.out.of	debt	now	%	#	exist	DM	debt	now	%,"After being free from a debt, there was another debt.",en,MORPHEME_ALIGNED,,flood_mp3 flood_wav flood_eaf flood_xml flood_tsv,,81003,87435,#	v:pred	np:s	other	%	#	v:predex	rv	np:s	other	%,,flood,∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅,∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅,∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅
flood_0021,mcsumbawa,"tapi dè paling peno pang utang nè, pang diri setau, dè terakhir nan",#	tapi	#	fz	dè	paling	peno	pang	utang	nè	%	pang	diri	setau	#	fz	dè	terakhir	=nan	%	%,#	but	#	ZERO	REL	most	much	in	debt	ITJ	%	in	person	one.person	#	ZERO	REL	last	=DEM_M	%	%,"But the most heavy (debt) between the debts was at one person, that is, the one they borrowed last.",en,MORPHEME_ALIGNED,,flood_mp3 flood_wav flood_eaf flood_xml flood_tsv,,87435,92500,#	other	#rc:s	f0:s	other	lv	v:pred	rn	rn	other	%	adp	np.h:pred_l	rn	#rc	f0.h:s	other	np:pred	=rn_dem	%	%,,flood,∅	∅	∅	1015	∅	∅	∅	∅	∅	∅	∅	∅	1016	∅	∅	1016	∅	∅	∅	∅	∅,∅	∅	∅	1015	∅	∅	∅	∅	∅	∅	∅	∅	1016	∅	∅	1016	∅	∅	∅	∅	∅,∅	∅	∅	new	∅	∅	∅	∅	∅	∅	∅	∅	new	∅	∅	∅	∅	∅	∅	∅	∅
flood_0022,mcsumbawa,mbang datang katoan kó balé ta è,#	mbang	ZERO	datang	katoan	kó	balé	=ta	è	%,#	suddenly	ZERO	come	ask	to	house	=DEM_P	ITJ	%,"Suddenly, he came to the house and asked.",en,MORPHEME_ALIGNED,datang katoan 'come and ask',flood_mp3 flood_wav flood_eaf flood_xml flood_tsv,,92500,96640,#	other	0.h:s	lv_v	v:pred	adp	np:g	=rn_dem	other	%,,flood,∅	∅	1016	∅	∅	∅	1017	∅	∅	∅,∅	∅	1016	∅	∅	∅	1017	∅	∅	∅,∅	∅	∅	∅	∅	∅	new	∅	∅	∅
flood_0023,mcsumbawa,"è anak anak, ling",#	è	anak	anak	ling	%,#	ITJ	child	child	words	%,"""Hey, kids"", (he) said. (lit. (His) words were ""Hey kids"".)",en,MORPHEME_ALIGNED,,flood_mp3 flood_wav flood_eaf flood_xml flood_tsv,,96650,99290,#	other	np.h:pred	rn	np:s	%,,flood,∅	∅	1008	∅	∅	∅,∅	∅	1008	∅	∅	∅,∅	∅	∅	∅	∅	∅
flood_0024,mcsumbawa,mé lakó ina mu,#	#	mé	lakó	ina	mu	%,#	#	where	destination	mother	2SG	%,"""Where did your mother go?""",en,MORPHEME_ALIGNED,,flood_mp3 flood_wav flood_eaf flood_xml flood_tsv,,99290,101510,#	#ds_cc:pred	np:pred	np:s	rn_np.h:poss	rn_pro.2:poss	%,,flood,∅	∅	∅	∅	1012	1008	∅,∅	∅	∅	∅	1012	1008	∅,∅	∅	∅	∅	∅	∅	∅
flood_0025,mcsumbawa,ling tau datang nagi ta è,ling	tau	#	ZERO	datang	nagi	%	=ta	è	%,words	person	#	ZERO	come	ANTIP.demand	%	=DEM_P	ITJ	%,"the person who came to collect (the debt) said. (lit. The words of person who came to collect (the debt) were ""where did your mother go?""..)",en,MORPHEME_ALIGNED,datang nagi 'come and collect the debt'.,flood_mp3 flood_wav flood_eaf flood_xml flood_tsv,,101510,103553,np:s_ds	rn_np.h:poss	#rc	f0.h:s	lv	v:pred	%	=rn_dem	other	%,,flood,∅	1034	∅	1034	∅	∅	∅	∅	∅	∅,∅	1034	∅	1034	∅	∅	∅	∅	∅	∅,∅	bridging	∅	∅	∅	∅	∅	∅	∅	∅
flood_0026,mcsumbawa,mala nè (mala=malahan),#	mala	nè,#	actually	ITJ,"Actually,",en,MORPHEME_ALIGNED,,flood_mp3 flood_wav flood_eaf flood_xml flood_tsv,,103553,105503,#	other	other,,flood,∅	∅	∅,∅	∅	∅,∅	∅	∅
flood_0027,mcsumbawa,ratusan ribu utang nan,ratusan-ribu	utang	=nan	%,hundred-thousand	debt	=DEM_M	%,the debt was about hundred-thousand (rupiah).,en,MORPHEME_ALIGNED,,flood_mp3 flood_wav flood_eaf flood_xml flood_tsv,,105503,108095,np:pred	np:s	=rn_dem	%,,flood,∅	1015	∅	∅,∅	1015	∅	∅,∅	∅	∅	∅
flood_0028,mcsumbawa,"dè pang lin-lin nè, paling-paling sepulu ribu",#	#	fz	dè	pang	lin-lin	nè	%	paling-paling	sepulu-ribu,#	#	ZERO	REL	place	other	ITJ	%	most	ten-thousand,"(The debts) from other places were ten thousand at the most,",en,WORD_ALIGNED,,flood_mp3 flood_wav flood_eaf flood_xml flood_tsv,,108095,111621,#	#rc:s	f0:s	other	adp	np:l	other	%	ln	np:pred,,flood,∅	∅	1018	∅	∅	∅	∅	∅	∅	∅,∅	∅	1018	∅	∅	∅	∅	∅	∅	∅,∅	∅	bridging	∅	∅	∅	∅	∅	∅	∅
flood_0029,mcsumbawa,"lima ribu, telu ribu",lima	ribu	telu	ribu,five	thousand	three	thousand,"or five thousand, or three thousand.",en,MORPHEME_ALIGNED,,flood_mp3 flood_wav flood_eaf flood_xml flood_tsv,,111621,114041,rn	rn	rn	rn,,flood,∅	∅	∅	∅,∅	∅	∅	∅,∅	∅	∅	∅
flood_0030,mcsumbawa,untuk penyambung hidup setiap hari nè,untuk	penyambung	hidup	setiap	hari	nè,for	going.on	life	every	day	ITJ,"for keep living everyday,",en,MORPHEME_ALIGNED,,flood_mp3 flood_wav flood_eaf flood_xml flood_tsv,,114041,116900,adp	np:other	rn	rn	rn	other,,flood,∅	∅	∅	∅	∅	∅,∅	∅	∅	∅	∅	∅,∅	∅	∅	∅	∅	∅
flood_0031,mcsumbawa,mara ling basa gina tapi cuma pang tau ana gina,mara	ling	basa	gina	%	#	tapi	cuma	pang	tau	ana	gina	%,like	words	proverb	ITJ	%	#	but	only	at	person	over.there	ITJ	%,"as the saying is. But only from (at) the person overthere,",en,MORPHEME_ALIGNED,,flood_mp3 flood_wav flood_eaf flood_xml flood_tsv,,116900,120980,adp	np:other	rn	other	%	#nc	nc	nc	nc	nc	nc	nc	%,,flood,∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅,∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅,∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅
flood_0032,mcsumbawa,"pang poko ana è, ratis ribu",#	ZERO	ka=pang	poko	=ana	è	ratis	ribu	%,#	ZERO	PST=place	main	=DEM_D	ITJ	hundred	thousand	%,"(The debt) from the the person overthere, (the debt) from the main (lender) was hundred thousand.",en,MORPHEME_ALIGNED,,flood_mp3 flood_wav flood_eaf flood_xml flood_tsv,,120980,124291,#	0:s	np:other	rn	=rn_dem	nc	ln	np:pred	%,,flood,∅	1015	∅	∅	∅	∅	∅	∅	∅,∅	1015	∅	∅	∅	∅	∅	∅	∅,∅	∅	∅	∅	∅	∅	∅	∅	∅
flood_0033,mcsumbawa,"kambang-mbang ana, katoan anak ta",#	ZERO	kambang-mbang	=ana	katoan	anak	=ta	%,#	ZERO	unexpectedly	=DEM_D	ask	child	=DEM_P	%,"Suddenly, (the man) asked the child.",en,WORD_ALIGNED,,flood_mp3 flood_wav flood_eaf flood_xml flood_tsv,,124291,129886,#	0.h:a	nc	=rn_dem	v:pred	np.h:p	=rn_dem	%,,flood,∅	1016	∅	∅	∅	1008	∅	∅,∅	1016	∅	∅	∅	1008	∅	∅,∅	∅	∅	∅	∅	∅	∅	∅
flood_0034,mcsumbawa,"è anak anak, ling bling tau lóka ta",#	è	anak	anak	ling	#	bling	tau	lóka	=ta	ZERO	%,#	DM	child	child	words	#	say	person	old	=DEM_P	ZERO	%,"Hey, kid, kid, the old man said. (lit. The words of the old man were 'hey, kid, kid.')",en,MORPHEME_ALIGNED,,flood_mp3 flood_wav flood_eaf flood_xml flood_tsv,,131821,134621,#	other	np.h:pred	rn	np:s	#rc	v:pred	np.h:a	rn	=rn_dem	f0:p	%,,flood,∅	∅	1008	∅	∅	∅	∅	1016	∅	∅	∅	∅,∅	∅	1008	∅	∅	∅	∅	1016	∅	∅	∅	∅,∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅
flood_0035,mcsumbawa,mé ka lakó bapa mo,#	mé	ka=lakó	bapa	mo	%	%,#	where	PST=destination	father	DM	%	%,Where did your father go?,en,MORPHEME_ALIGNED,,flood_mp3 flood_wav flood_eaf flood_xml flood_tsv,,136090,138548,#ds	np:s	np:pred	rn_np.h:poss	rn	%	%,,flood,∅	∅	∅	1004	∅	∅	∅,∅	∅	∅	1004	∅	∅	∅,∅	∅	∅	∅	∅	∅	∅
flood_0036,mcsumbawa,pina kerè apa-apa ling sia papin nè ning,#	pina	kerè	apa-apa	ling	sia	papin	nè	ning	%,#	make	cloth	whatever	by	2SG.HON	grandfather	ITJ	words	%,"Please forgive us (lit. (his) words are ""you grandfather can make whichever cloth."")",en,WORD_ALIGNED,,flood_mp3 flood_wav flood_eaf flood_xml flood_tsv,,139690,142623,#nc	nc	nc	nc	nc	nc	nc_np.h	nc	nc	%,,flood,∅	∅	∅	∅	∅	∅	1016	∅	∅	∅,∅	∅	∅	∅	∅	∅	1016	∅	∅	∅,∅	∅	∅	∅	∅	∅	∅	∅	∅	∅
flood_0037,mcsumbawa,bapa kaku kalaló sematé tau telas,#	bapa	kaku	ka=laló	sematé	tau	telas	%,#	father	1SG.POSS	PST=go	kill	person	alive	%,My father went for killing people alive.,en,MORPHEME_ALIGNED,,flood_mp3 flood_wav flood_eaf flood_xml flood_tsv,,142623,146031,#ds	np.h:a	rn_pro.1:poss	lv_v	v:pred	np.h:p	rn	%,,flood,∅	1004	1008	∅	∅	∅	∅	∅,∅	1004	1008	∅	∅	∅	∅	∅,∅	∅	∅	∅	∅	∅	∅	∅
flood_0038,mcsumbawa,ba ina mo ka,#	ba	ina	mo	ka	%,#	then	mother	DM	how	%,How is your mother?,en,MORPHEME_ALIGNED,,flood_mp3 flood_wav flood_eaf flood_xml flood_tsv,,146031,149541,#ds	other	np.h:s	rn	other:pred	%,,flood,∅	∅	1012	∅	∅	∅,∅	∅	1012	∅	∅	∅,∅	∅	∅	∅	∅	∅
flood_0039,mcsumbawa,kalaló satelas tau maté,#	ZERO	ka=laló	satelas	tau	maté	%,#	ZERO	PST=go	revive	person	die	%,(She) went for reviving a dead person.,en,MORPHEME_ALIGNED,,flood_mp3 flood_wav flood_eaf flood_xml flood_tsv,,149541,151915,#ds	0.h:s	lv_v	v:pred	np.h:p	rn	%,,flood,∅	1012	∅	∅	∅	∅	∅,∅	1012	∅	∅	∅	∅	∅,∅	∅	∅	∅	∅	∅	∅
flood_0040,mcsumbawa,bayamólési ké ina bapa mu ana,#	ba	ya=mólé	si	ké	ina	bapa	mu	=ana	%,#	then	FUT=go.home	DM	Q	mother	father	2SG	=DEM_D	%,Will your mother and father come back?,en,MORPHEME_ALIGNED,,flood_mp3 flood_wav flood_eaf flood_xml flood_tsv,,156343,159488,#ds	other	v:pred	other	other	np.h:s	rn_np.h	rn_pro.2:poss	=rn_dem	%,,flood,∅	∅	∅	∅	∅	1012	1004	1008	∅	∅,∅	∅	∅	∅	∅	1012	1004	1008	∅	∅,∅	∅	∅	∅	∅	∅	∅	∅	∅	∅
flood_0041,mcsumbawa,lamin datang ba nó mólé,#	ZERO	#	ZERO	lamin	datang	%	ba	nó	mólé	%,#	ZERO	#	ZERO	if	come	%	then	NEG	go.home	%,"If (it) come, ba 'then' (they) will not come home.",en,MORPHEME_ALIGNED,,flood_mp3 flood_wav flood_eaf flood_xml flood_tsv,,161444,164095,#ds.neg	0.h:s	#ds_ac	0:s	other	v:pred	%	other	lv	v:pred	%,,flood,∅	1020	∅	1021	∅	∅	∅	∅	∅	∅	∅,∅	1020	∅	1021	∅	∅	∅	∅	∅	∅	∅,∅	bridging	∅	new	∅	∅	∅	∅	∅	∅	∅
flood_0042,mcsumbawa,"lamin nó datang, ba mólé",#	ZERO	#	ZERO	lamin	nó	datang	%	ba	mólé	%,#	ZERO	#	ZERO	if	NEG	come	%	then	come.home	%,"If it will not come, ba (then), (they) will come home.",en,MORPHEME_ALIGNED,,flood_mp3 flood_wav flood_eaf flood_xml flood_tsv,,164663,167061,#ds	0.h:s	#ds_ac.neg	0:s	other	lv	v:pred	%	other	v:pred	%,,flood,∅	1020	∅	1021	∅	∅	∅	∅	∅	∅	∅,∅	1020	∅	1021	∅	∅	∅	∅	∅	∅	∅,∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅
flood_0043,mcsumbawa,nya jawaban anak ta,#	nya	jawaban	anak	=ta	%,#	3	reply	child	=DEM_P	%,It was the answer of the child.,en,MORPHEME_ALIGNED,,flood_mp3 flood_wav flood_eaf flood_xml flood_tsv,,167572,169361,#	np:s	np:pred	rn_np.h:poss	=rn_dem	%,,flood,∅	∅	1022	1008	∅	∅,∅	∅	1022	1008	∅	∅,∅	∅	new	∅	∅	∅
flood_0044,mcsumbawa,jadi peki kerantè ta è,#	jadi	peki	kerantè	=ta	è	%,#	then	a.riddle	words	=DEM_P	ITJ	%,"So, the words were (form) a riddle.",en,MORPHEME_ALIGNED,,flood_mp3 flood_wav flood_eaf flood_xml flood_tsv,,170211,172395,#	other	np:pred	np:s	=rn_dem	other	%,,flood,∅	∅	∅	1022	∅	∅	∅,∅	∅	∅	1022	∅	∅	∅,∅	∅	∅	∅	∅	∅	∅
flood_0045,mcsumbawa,karing bingung tau ta,#	karing	bingung	tau	=ta,#	then	confused	person	=DEM_P,"So, the man was confused,",en,MORPHEME_ALIGNED,,flood_mp3 flood_wav flood_eaf flood_xml flood_tsv,,173971,175715,#	other	v:pred	np.h:s	=rn_dem,,flood,∅	∅	∅	1016	∅,∅	∅	∅	1016	∅,∅	∅	∅	∅	∅
flood_0046,mcsumbawa,tau kaya ta è.,tau	kaya	=ta	è	%,person	rich	=DEM_P	ITJ	%,"the rich man,",en,MORPHEME_ALIGNED,,flood_mp3 flood_wav flood_eaf flood_xml flood_tsv,,175715,177230,np.h:appos	rn	=rn_dem	other	%,,flood,1016	∅	∅	∅	∅,1016	∅	∅	∅	∅,∅	∅	∅	∅	∅
flood_0047,mcsumbawa,sedang tau ta tau pintar,#	#	sedang	tau	=ta	tau	pintar	%,#	#	although	person	=DEM_D	person	clever	%,"Although the person was a clever person,",en,MORPHEME_ALIGNED,,flood_mp3 flood_wav flood_eaf flood_xml flood_tsv,,177230,179296,#neg	#ac	other	np.h:s	=rn	np:pred	rn	%,,flood,∅	∅	∅	1016	∅	∅	∅	∅,∅	∅	∅	1016	∅	∅	∅	∅,∅	∅	∅	∅	∅	∅	∅	∅
flood_0048,mcsumbawa,mbang nó tó tegas ling nyódék ta,ZERO	mbang	nó	tó	tegas	ling	nyoodek	=ta	%,ZERO	unexpectedly	NEG	know	meaning	words	child	=DEM_P	%,he didn't know the meaning of the children's word.,en,MORPHEME_ALIGNED,,flood_mp3 flood_wav flood_eaf flood_xml flood_tsv,,179296,181810,0.h:a	other	lv	v:pred	np:p	rn_np:poss	rn_np.h:poss	=rn_dem	%,,flood,1016	∅	∅	∅	1023	1022	1008	∅	∅,1016	∅	∅	∅	1023	1022	1008	∅	∅,∅	∅	∅	∅	bridging	∅	∅	∅	∅
